Level,Risk_factor,measure,year_gbd,anal_year,val,lower,upper,Group,Overarching_group
,Low birth weight and short gestation,DALYs,2023,2013,184483459.122124,175951556.425783,193050524.01224,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2015,178558655.808577,170809072.130131,186889675.171698,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2016,174805572.690701,166713807.615236,182820959.965204,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2017,170614356.24635,162772608.571061,178266737.323156,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2019,161048343.051888,153079481.581082,169218548.79225,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2021,149036313.52321,140362333.760598,158280964.505824,Child and maternal malnutrition,Behavioural risks
,Low birth weight and short gestation,DALYs,2023,2023,145869359.298732,136893354.231505,156716091.98213,Child and maternal malnutrition,Behavioural risks
,High LDL cholesterol*,DALYs,2023,1990,65465614.7831578,41024420.4889502,92501509.7693841,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2005,74235775.4345009,47707003.1393852,100244883.810888,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2006,74345724.2688294,47912791.717794,100455332.283312,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2010,76421700.9465827,48888056.1894952,103938192.440282,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2013,80643545.1324053,51894699.4365042,109690712.532227,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2015,83039719.9286924,53683449.8707949,112707893.935469,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2016,84658020.8245188,54788665.6434172,114952885.040551,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2017,85277508.8617033,54998863.3125161,115120131.684303,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2019,83572575.0649652,54082851.4078995,112993788.67548,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2021,89650552.1985201,58470579.5040659,121223172.606271,High LDL cholesterol*,Metabolic risks
,High LDL cholesterol*,DALYs,2023,2023,90731063.2970551,58978279.5974464,123325597.002097,High LDL cholesterol*,Metabolic risks
,Kidney dysfunction*,DALYs,2023,1990,52173286.0313621,45385250.1418248,60640644.8256375,Kidney dysfunction*,Metabolic risks
